datetime,fut_close,idx_close,days_left,ann_basis
2018-01-01 16:00:00,6345.0,6332.23,4,-18.402
2018-01-02 16:00:00,6388.2,6388.25,4,0.071
2018-01-03 16:00:00,6406.8,6417.54,4,15.271
2018-01-04 16:00:00,6400.8,6417.25,4,23.391
2018-01-07 16:00:00,6433.0,6446.18,4,18.657
2018-01-08 16:00:00,6435.0,6445.75,4,15.218
2018-01-09 16:00:00,6406.6,6405.94,4,-0.94
2018-01-10 16:00:00,6423.2,6425.94,4,3.891
2018-01-11 16:00:00,6401.2,6399.37,4,-2.609
2018-01-14 16:00:00,6273.0,6253.38,4,-28.63
2018-01-15 16:00:00,6285.6,6301.13,4,22.49
2018-01-16 16:00:00,6250.0,6267.46,4,25.421
2018-01-17 16:00:00,6285.6,6286.8,4,1.742
2018-01-18 16:00:00,6281.0,6272.38,4,-12.54
2018-01-21 16:00:00,6348.6,6347.64,4,-1.38
2018-01-22 16:00:00,6345.8,6355.0,4,13.21
2018-01-23 16:00:00,6409.6,6394.3,4,-21.834
2018-01-24 16:00:00,6387.0,6382.72,4,-6.119
2018-01-25 16:00:00,6397.0,6383.63,4,-19.112
2018-01-28 16:00:00,6312.2,6309.88,4,-3.355
2018-01-29 16:00:00,6302.8,6313.44,4,15.378
2018-01-30 16:00:00,6186.6,6189.34,4,4.04
2018-01-31 16:00:00,5970.0,5984.74,4,22.474
2018-02-01 16:00:00,5986.2,6004.85,4,28.341
2018-02-04 16:00:00,5979.8,5998.22,4,28.022
2018-02-05 16:00:00,5686.8,5704.26,4,27.93
2018-02-06 16:00:00,5663.0,5711.33,4,77.217
2018-02-07 16:00:00,5747.0,5766.48,4,30.826
2018-02-08 16:00:00,5504.0,5554.9,4,83.613
2018-02-11 16:00:00,5661.0,5699.1,4,61.003
2018-02-12 16:00:00,5713.8,5736.95,4,36.822
2018-02-13 16:00:00,5730.0,5754.83,4,39.371
2018-02-21 16:00:00,5825.0,5875.73,4,78.784
2018-02-22 16:00:00,5833.4,5897.68,4,99.455
2018-02-25 16:00:00,6004.6,6029.68,4,37.955
2018-02-26 16:00:00,5979.6,6010.56,4,47.002
2018-02-27 16:00:00,5983.4,6023.68,4,61.018
2018-02-28 16:00:00,6057.8,6090.22,4,48.575
2018-03-01 16:00:00,6035.2,6056.34,4,31.851
2018-03-04 16:00:00,6019.2,6064.1,4,67.564
2018-03-05 16:00:00,6111.8,6145.58,4,50.157
2018-03-06 16:00:00,6031.0,6086.49,4,83.192
2018-03-07 16:00:00,6095.4,6131.51,4,53.739
2018-03-08 16:00:00,6198.8,6206.98,4,12.026
2018-03-11 16:00:00,6275.4,6295.78,4,29.538
2018-03-12 16:00:00,6241.0,6254.15,4,19.186
2018-03-13 16:00:00,6177.0,6189.32,4,18.164
2018-03-14 16:00:00,6172.0,6180.11,4,11.975
2018-03-15 16:00:00,6174.2,6146.31,4,-41.406
2018-03-18 16:00:00,6080.4,6153.83,4,108.883
2018-03-19 16:00:00,6103.2,6173.7,4,104.202
2018-03-20 16:00:00,6040.0,6129.2,4,132.799
2018-03-21 16:00:00,6037.4,6101.23,4,95.464
2018-03-22 16:00:00,5665.6,5787.15,4,191.656
2018-03-25 16:00:00,5846.0,5902.96,4,88.051
2018-03-26 16:00:00,6005.6,6034.78,4,44.122
2018-03-27 16:00:00,5915.2,5973.34,4,88.816
2018-03-28 16:00:00,6012.0,6034.86,4,34.565
2018-03-29 16:00:00,6101.0,6114.74,4,20.504
2018-04-01 16:00:00,6075.0,6121.96,4,69.996
2018-04-02 16:00:00,6023.4,6059.71,4,54.677
2018-04-03 16:00:00,5976.0,6017.69,4,63.217
2018-04-08 16:00:00,5981.8,6025.65,4,66.405
2018-04-09 16:00:00,6048.0,6063.74,4,23.686
2018-04-10 16:00:00,6055.0,6086.61,4,47.389
2018-04-11 16:00:00,6022.8,6051.33,4,43.021
2018-04-12 16:00:00,6010.0,6027.19,4,26.025
2018-04-15 16:00:00,5989.0,6012.41,4,35.529
2018-04-16 16:00:00,5888.0,5890.86,4,4.43
2018-04-17 16:00:00,5951.0,5970.66,4,30.047
2018-04-18 16:00:00,6000.0,6004.73,4,7.188
2018-04-19 16:00:00,5908.0,5880.84,4,-42.143
2018-04-22 16:00:00,5779.2,5823.92,4,70.068
2018-04-23 16:00:00,5913.2,5957.19,4,67.382
2018-04-24 16:00:00,5913.0,5959.42,4,71.078
2018-04-25 16:00:00,5806.4,5847.98,4,64.88
2018-04-26 16:00:00,5852.2,5860.98,4,13.67
2018-05-01 16:00:00,5827.8,5855.32,4,42.887
2018-05-02 16:00:00,5892.4,5910.61,4,28.113
2018-05-03 16:00:00,5881.0,5909.29,4,43.685
2018-05-06 16:00:00,6001.0,6019.14,4,27.5
2018-05-07 16:00:00,6028.6,6041.81,4,19.951
2018-05-08 16:00:00,6011.0,6029.23,4,27.59
2018-05-09 16:00:00,6036.4,6040.57,4,6.299
2018-05-10 16:00:00,5993.0,5991.34,4,-2.528
2018-05-13 16:00:00,5964.0,5967.55,4,5.428
2018-05-14 16:00:00,6020.0,6020.57,4,0.864
2018-05-15 16:00:00,6012.6,6004.07,4,-12.964
2018-05-16 16:00:00,5975.0,5973.78,4,-1.864
2018-05-17 16:00:00,5975.2,5995.15,4,30.365
2018-05-20 16:00:00,6027.4,6072.2,4,67.323
2018-05-21 16:00:00,6066.0,6092.91,4,40.302
2018-05-22 16:00:00,5992.4,6013.85,4,32.547
2018-05-23 16:00:00,5966.8,5992.62,4,39.316
2018-05-24 16:00:00,5874.8,5917.8,4,66.304
2018-05-27 16:00:00,5878.4,5891.26,4,19.919
2018-05-28 16:00:00,5794.4,5835.45,4,64.191
2018-05-29 16:00:00,5653.2,5682.59,4,47.194
2018-05-30 16:00:00,5738.0,5754.47,4,26.117
2018-05-31 16:00:00,5664.0,5685.12,4,33.899
2018-06-03 16:00:00,5671.0,5683.15,4,19.508
2018-06-04 16:00:00,5770.2,5779.08,4,14.021
2018-06-05 16:00:00,5765.6,5774.26,4,13.685
2018-06-06 16:00:00,5732.0,5738.02,4,9.573
2018-06-07 16:00:00,5658.6,5669.3,4,17.222
2018-06-10 16:00:00,5639.2,5632.36,4,-11.082
2018-06-11 16:00:00,5686.8,5693.35,4,10.498
2018-06-12 16:00:00,5603.0,5607.02,4,6.542
2018-06-13 16:00:00,5594.0,5586.93,4,-11.547
2018-06-14 16:00:00,5482.6,5483.94,4,2.23
2018-06-18 16:00:00,5057.8,5141.71,4,148.915
2018-06-19 16:00:00,5142.2,5198.39,4,98.633
2018-06-20 16:00:00,5010.0,5089.25,4,142.095
2018-06-21 16:00:00,5110.8,5160.12,4,87.216
2018-06-24 16:00:00,5028.8,5125.03,4,171.335
2018-06-25 16:00:00,5095.0,5160.28,4,115.436
2018-06-26 16:00:00,5001.0,5109.5,4,193.769
2018-06-27 16:00:00,5007.2,5055.11,4,86.483
2018-06-28 16:00:00,5185.4,5217.76,4,56.592
2018-07-01 16:00:00,5100.0,5138.78,4,68.862
2018-07-02 16:00:00,5144.0,5197.13,4,93.284
2018-07-03 16:00:00,5085.4,5121.34,4,64.036
2018-07-04 16:00:00,4920.2,4982.76,4,114.567
2018-07-05 16:00:00,4948.0,4996.63,4,88.81
2018-07-08 16:00:00,5088.0,5107.55,4,34.927
2018-07-09 16:00:00,5115.0,5136.53,4,38.248
2018-07-10 16:00:00,5008.8,5036.16,4,49.573
2018-07-11 16:00:00,5178.4,5172.5,4,-10.408
2018-07-12 16:00:00,5191.0,5204.19,4,23.127
2018-07-15 16:00:00,5199.2,5195.2,4,-7.026
2018-07-16 16:00:00,5184.4,5196.2,4,20.722
2018-07-17 16:00:00,5159.2,5156.64,4,-4.53
2018-07-18 16:00:00,5119.4,5111.33,4,-14.407
2018-07-19 16:00:00,5145.2,5175.25,4,52.984
2018-07-22 16:00:00,5191.0,5214.0,4,40.252
2018-07-23 16:00:00,5299.0,5304.64,4,9.702
2018-07-24 16:00:00,5297.8,5308.66,4,18.667
2018-07-25 16:00:00,5261.6,5273.48,4,20.557
2018-07-26 16:00:00,5230.0,5249.29,4,33.532
2018-07-29 16:00:00,5140.4,5185.15,4,78.753
2018-07-30 16:00:00,5157.4,5188.72,4,55.08
2018-07-31 16:00:00,5074.8,5105.37,4,54.639
2018-08-01 16:00:00,4946.4,4996.01,4,90.611
2018-08-02 16:00:00,4878.2,4929.75,4,95.419
2018-08-05 16:00:00,4806.0,4825.25,4,36.404
2018-08-06 16:00:00,4929.0,4956.87,4,51.305
2018-08-07 16:00:00,4855.4,4880.57,4,47.059
2018-08-08 16:00:00,4977.0,5004.77,4,50.632
2018-08-09 16:00:00,5012.8,5030.51,4,32.125
2018-08-12 16:00:00,5046.4,5055.28,4,16.029
2018-08-13 16:00:00,5036.8,5037.88,4,1.956
2018-08-14 16:00:00,4926.0,4932.81,4,12.598
2018-08-15 16:00:00,4871.0,4888.37,4,32.424
2018-08-16 16:00:00,4738.0,4803.03,4,123.547
2018-08-19 16:00:00,4783.6,4832.65,4,92.616
2018-08-20 16:00:00,4825.0,4891.98,4,124.938
2018-08-21 16:00:00,4806.0,4837.02,4,58.519
2018-08-22 16:00:00,4826.2,4863.67,4,70.3
2018-08-23 16:00:00,4809.4,4852.32,4,80.713
2018-08-26 16:00:00,4931.4,4960.07,4,52.744
2018-08-27 16:00:00,4936.8,4974.21,4,68.627
2018-08-28 16:00:00,4918.2,4941.96,4,43.871
2018-08-29 16:00:00,4846.0,4867.23,4,39.802
2018-08-30 16:00:00,4783.4,4814.82,4,59.547
2018-09-02 16:00:00,4819.6,4838.87,4,36.339
2018-09-03 16:00:00,4857.6,4890.28,4,60.979
2018-09-04 16:00:00,4785.0,4815.19,4,57.211
2018-09-05 16:00:00,4767.8,4793.35,4,48.639
2018-09-06 16:00:00,4765.0,4791.78,4,50.997
2018-09-09 16:00:00,4684.2,4705.11,4,40.552
2018-09-10 16:00:00,4694.4,4702.9,4,16.492
2018-09-11 16:00:00,4675.0,4693.97,4,36.877
2018-09-12 16:00:00,4718.0,4721.21,4,6.204
2018-09-13 16:00:00,4654.4,4670.1,4,30.677
2018-09-16 16:00:00,4602.8,4602.53,4,-0.535
2018-09-17 16:00:00,4679.4,4683.98,4,8.922
2018-09-18 16:00:00,4734.4,4737.25,4,5.49
2018-09-19 16:00:00,4743.6,4733.6,4,-19.277
2018-09-20 16:00:00,4827.8,4805.22,4,-42.879
2018-09-24 16:00:00,4793.2,4792.55,4,-1.238
2018-09-25 16:00:00,4800.0,4815.65,4,29.655
2018-09-26 16:00:00,4764.6,4755.58,4,-17.308
2018-09-27 16:00:00,4820.4,4800.86,4,-37.14
2018-10-07 16:00:00,4654.8,4646.49,4,-16.32
2018-10-08 16:00:00,4624.8,4634.89,4,19.865
2018-10-09 16:00:00,4639.2,4629.89,4,-18.349
2018-10-10 16:00:00,4258.2,4307.42,4,104.269
2018-10-11 16:00:00,4267.2,4278.04,4,23.122
2018-10-14 16:00:00,4178.4,4199.15,4,45.091
2018-10-15 16:00:00,4100.4,4099.73,4,-1.491
2018-10-16 16:00:00,4120.6,4133.47,4,28.412
2018-10-17 16:00:00,4033.2,4018.55,4,-33.266
2018-10-18 16:00:00,4080.4,4128.2,4,105.657
2018-10-21 16:00:00,4317.6,4333.24,4,32.935
2018-10-22 16:00:00,4219.6,4253.59,4,72.917
2018-10-23 16:00:00,4209.8,4245.49,4,76.71
2018-10-24 16:00:00,4226.0,4234.52,4,18.36
2018-10-25 16:00:00,4199.8,4234.69,4,75.182
2018-10-28 16:00:00,4156.0,4162.58,4,14.424
2018-10-29 16:00:00,4189.6,4204.54,4,32.424
2018-10-30 16:00:00,4252.0,4272.55,4,43.889
2018-10-31 16:00:00,4280.0,4299.42,4,41.217
2018-11-01 16:00:00,4436.0,4437.95,4,4.009
2018-11-04 16:00:00,4430.2,4440.83,4,21.842
2018-11-05 16:00:00,4439.2,4438.1,4,-2.262
2018-11-06 16:00:00,4388.4,4415.2,4,55.388
2018-11-07 16:00:00,4370.8,4382.38,4,24.112
2018-11-08 16:00:00,4368.8,4368.61,4,-0.397
2018-11-11 16:00:00,4487.2,4481.69,4,-11.219
2018-11-12 16:00:00,4571.0,4563.54,4,-14.917
2018-11-13 16:00:00,4552.6,4545.51,4,-14.233
2018-11-14 16:00:00,4620.0,4619.81,4,-0.375
2018-11-15 16:00:00,4647.8,4659.1,4,22.131
2018-11-18 16:00:00,4659.4,4670.74,4,22.154
2018-11-19 16:00:00,4520.0,4537.45,4,35.093
2018-11-20 16:00:00,4536.2,4554.67,4,37.004
2018-11-21 16:00:00,4523.0,4551.33,4,56.799
2018-11-22 16:00:00,4328.2,4374.91,4,97.426
2018-11-25 16:00:00,4315.8,4367.46,4,107.934
2018-11-26 16:00:00,4344.2,4387.65,4,90.363
2018-11-27 16:00:00,4398.0,4441.86,4,90.102
2018-11-28 16:00:00,4312.2,4345.7,4,70.343
2018-11-29 16:00:00,4328.2,4376.65,4,101.015
2018-12-02 16:00:00,4472.0,4515.17,4,87.245
2018-12-03 16:00:00,4514.6,4536.21,4,43.47
2018-12-04 16:00:00,4470.0,4502.7,4,66.269
2018-12-05 16:00:00,4388.2,4411.09,4,47.351
2018-12-06 16:00:00,4386.0,4410.96,4,51.635
2018-12-09 16:00:00,4336.6,4359.31,4,47.537
2018-12-10 16:00:00,4387.2,4395.57,4,17.376
2018-12-11 16:00:00,4371.8,4393.32,4,44.697
2018-12-12 16:00:00,4430.2,4443.16,4,26.616
2018-12-13 16:00:00,4329.6,4337.1,4,15.78
2018-12-16 16:00:00,4321.2,4330.65,4,19.912
2018-12-17 16:00:00,4295.2,4307.27,4,25.57
2018-12-18 16:00:00,4236.2,4247.9,4,25.133
2018-12-19 16:00:00,4264.0,4259.76,4,-9.083
2018-12-20 16:00:00,4206.0,4231.14,4,54.218
2018-12-23 16:00:00,4255.0,4274.72,4,42.095
2018-12-24 16:00:00,4195.2,4225.79,4,66.055
2018-12-25 16:00:00,4189.0,4208.65,4,42.604
2018-12-26 16:00:00,4131.0,4161.27,4,66.377
2018-12-27 16:00:00,4120.4,4168.04,4,104.297
2019-01-01 16:00:00,4096.8,4131.96,4,77.647
2019-01-02 16:00:00,4086.6,4112.81,4,58.152
2019-01-03 16:00:00,4207.8,4210.88,4,6.674
2019-01-06 16:00:00,4268.6,4288.32,4,41.962
2019-01-07 16:00:00,4270.8,4277.34,4,13.952
2019-01-08 16:00:00,4273.8,4289.03,4,32.402
2019-01-09 16:00:00,4277.4,4281.86,4,9.505
2019-01-10 16:00:00,4312.0,4314.88,4,6.091
2019-01-13 16:00:00,4290.2,4286.55,4,-7.77
2019-01-14 16:00:00,4351.4,4347.36,4,-8.48
2019-01-15 16:00:00,4341.0,4336.88,4,-8.669
2019-01-16 16:00:00,4307.4,4303.73,4,-7.781
2019-01-17 16:00:00,4341.0,4347.81,4,14.293
2019-01-20 16:00:00,4360.0,4373.63,4,28.437
2019-01-21 16:00:00,4294.2,4308.25,4,29.758
2019-01-22 16:00:00,4302.6,4315.68,4,27.656
2019-01-23 16:00:00,4330.8,4338.17,4,15.502
2019-01-24 16:00:00,4310.0,4318.44,4,17.834
2019-01-27 16:00:00,4291.6,4307.22,4,33.092
2019-01-28 16:00:00,4242.4,4254.29,4,25.503
2019-01-29 16:00:00,4201.8,4211.62,4,21.276
2019-01-30 16:00:00,4183.6,4176.47,4,-15.578
2019-01-31 16:00:00,4313.2,4294.27,4,-40.225
2019-02-10 16:00:00,4406.8,4402.87,4,-8.145
2019-02-11 16:00:00,4433.4,4439.48,4,12.497
2019-02-12 16:00:00,4512.0,4512.41,4,0.829
2019-02-13 16:00:00,4533.8,4532.17,4,-3.282
2019-02-14 16:00:00,4502.6,4502.73,4,0.263
2019-02-17 16:00:00,4677.0,4661.0,4,-31.324
2019-02-18 16:00:00,4659.0,4667.28,4,16.188
2019-02-19 16:00:00,4652.0,4667.62,4,30.536
2019-02-20 16:00:00,4662.0,4659.14,4,-5.601
2019-02-21 16:00:00,4804.8,4777.3,4,-52.527
2019-02-24 16:00:00,5123.0,5044.35,4,-142.274
2019-02-25 16:00:00,5063.2,5038.54,4,-44.66
2019-02-26 16:00:00,5017.4,5017.88,4,0.873
2019-02-27 16:00:00,5034.6,5025.29,4,-16.905
2019-02-28 16:00:00,5081.2,5067.23,4,-25.157
2019-03-03 16:00:00,5144.4,5158.25,4,24.501
2019-03-04 16:00:00,5298.8,5295.29,4,-6.049
2019-03-05 16:00:00,5400.0,5390.03,4,-16.879
2019-03-06 16:00:00,5442.4,5458.62,4,27.114
2019-03-07 16:00:00,5296.4,5245.7,4,-88.194
2019-03-10 16:00:00,5448.8,5456.38,4,12.676
2019-03-11 16:00:00,5546.2,5551.0,4,7.89
2019-03-12 16:00:00,5403.6,5424.86,4,35.761
2019-03-13 16:00:00,5289.6,5298.5,4,15.327
2019-03-14 16:00:00,5330.6,5359.01,4,48.375
2019-03-17 16:00:00,5513.8,5501.18,4,-20.933
2019-03-18 16:00:00,5487.4,5522.18,4,57.471
2019-03-19 16:00:00,5470.0,5515.79,4,75.752
2019-03-20 16:00:00,5541.4,5589.48,4,78.492
2019-03-21 16:00:00,5611.2,5622.14,4,17.756
2019-03-24 16:00:00,5518.6,5549.67,4,51.087
2019-03-25 16:00:00,5358.0,5394.88,4,62.38
2019-03-26 16:00:00,5391.6,5447.88,4,94.267
2019-03-27 16:00:00,5318.6,5370.12,4,87.544
2019-03-28 16:00:00,5534.4,5547.66,4,21.811
