datetime,fut_close,idx_close,days_left,ann_basis
2026-05-18 16:00:00,8535.2,8627.95,21,18.684
2026-05-19 16:00:00,8573.8,8656.31,21,16.567
2026-05-20 16:00:00,8326.8,8419.84,21,19.206
2026-05-21 16:00:00,8469.2,8576.94,21,21.833
2026-05-24 16:00:00,8582.8,8703.89,21,24.181
2026-05-25 16:00:00,8565.0,8658.62,21,18.793
2026-05-26 16:00:00,8415.8,8530.98,21,23.467
2026-05-27 16:00:00,8458.0,8563.22,21,21.357
2026-05-28 16:00:00,8274.6,8359.56,21,17.665
2026-05-31 16:00:00,8225.2,8274.21,21,10.295
2026-06-01 16:00:00,8269.8,8290.83,21,4.409
