,total_long,total_short,net_short,total_oi,net_short_ratio,concentration_top5_short,concentration_top5_long,date,symbol,signal_level
40,25457,24379,-1078,49836,-2.16,147.92,156.02,2015-06-12,IC1506,空头力量偏弱
41,23744,22703,-1041,46447,-2.24,152.81,157.55,2015-06-15,IC1506,空头力量偏弱
42,17762,17043,-719,34805,-2.07,151.51,159.85,2015-06-16,IC1506,空头力量偏弱
43,13467,12554,-913,26021,-3.51,151.89,159.89,2015-06-17,IC1506,空头力量偏弱
44,5862,5801,-61,11663,-0.52,144.11,158.5,2015-06-18,IC1506,空头力量偏弱
45,24997,26488,1491,51485,2.9,145.04,142.99,2015-06-19,IC1507,多头占优
46,26414,28835,2421,55249,4.38,147.01,141.63,2015-06-23,IC1507,多头占优
47,23177,24545,1368,47722,2.87,148.33,138.76,2015-06-24,IC1507,多头占优
48,22317,23989,1672,46306,3.61,153.06,139.6,2015-06-25,IC1507,多头占优
49,22736,25860,3124,48596,6.43,148.17,137.35,2015-06-26,IC1507,多头占优
50,19346,21977,2631,41323,6.37,147.09,139.71,2015-06-29,IC1507,多头占优
51,18989,20031,1042,39020,2.67,150.5,147.18,2015-06-30,IC1507,多头占优
52,18381,21384,3003,39765,7.55,153.26,145.2,2015-07-01,IC1507,多头占优
53,15400,17201,1801,32601,5.52,150.11,150.19,2015-07-02,IC1507,多头占优
54,18358,20059,1701,38417,4.43,142.29,148.34,2015-07-03,IC1507,多头占优
55,19521,18649,-872,38170,-2.28,144.99,170.11,2015-07-06,IC1507,空头力量偏弱
56,16253,17807,1554,34060,4.56,145.81,153.14,2015-07-07,IC1507,多头占优
57,11962,12321,359,24283,1.48,149.06,162.79,2015-07-08,IC1507,多头占优
58,11288,11066,-222,22354,-0.99,149.14,163.12,2015-07-09,IC1507,空头力量偏弱
59,9394,9666,272,19060,1.43,147.53,162.43,2015-07-10,IC1507,多头占优
60,8451,8433,-18,16884,-0.11,150.91,156.43,2015-07-13,IC1507,空头力量偏弱
61,5595,5519,-76,11114,-0.68,146.31,143.45,2015-07-14,IC1507,空头力量偏弱
62,4484,4584,100,9068,1.1,147.88,145.52,2015-07-15,IC1507,多头占优
63,1424,1557,133,2981,4.46,142.58,144.03,2015-07-16,IC1507,多头占优
64,8535,8634,99,17169,0.58,149.65,151.26,2015-07-17,IC1508,多头占优
65,8312,8943,631,17255,3.66,148.35,138.52,2015-07-20,IC1508,多头占优
66,7395,7993,598,15388,3.89,154.02,135.88,2015-07-21,IC1508,多头占优
67,7990,8512,522,16502,3.16,152.81,134.37,2015-07-22,IC1508,多头占优
68,8141,9060,919,17201,5.34,150.94,139.85,2015-07-23,IC1508,多头占优
69,8618,9519,901,18137,4.97,147.33,139.14,2015-07-24,IC1508,多头占优
70,9048,9953,905,19001,4.76,150.27,137.64,2015-07-27,IC1508,多头占优
71,8193,9254,1061,17447,6.08,149.35,140.84,2015-07-28,IC1508,多头占优
72,7756,8986,1230,16742,7.35,149.14,138.81,2015-07-29,IC1508,多头占优
73,8221,9122,901,17343,5.2,146.97,136.31,2015-07-30,IC1508,多头占优
74,8118,8413,295,16531,1.78,145.54,136.78,2015-07-31,IC1508,多头占优
75,8302,9033,731,17335,4.22,145.9,142.07,2015-08-03,IC1508,多头占优
76,8398,8915,517,17313,2.99,149.23,142.26,2015-08-04,IC1508,多头占优
77,7714,8616,902,16330,5.52,148.27,145.26,2015-08-05,IC1508,多头占优
78,8184,8886,702,17070,4.11,147.61,145.28,2015-08-06,IC1508,多头占优
79,8746,9533,787,18279,4.31,145.14,143.81,2015-08-07,IC1508,多头占优
80,9266,10295,1029,19561,5.26,144.36,141.97,2015-08-10,IC1508,多头占优
81,7640,8884,1244,16524,7.53,143.47,135.84,2015-08-11,IC1508,多头占优
82,7684,8507,823,16191,5.08,144.5,135.75,2015-08-12,IC1508,多头占优
83,7906,9054,1148,16960,6.77,146.91,137.71,2015-08-13,IC1508,多头占优
84,7809,8553,744,16362,4.55,144.56,138.81,2015-08-14,IC1508,多头占优
85,7503,8211,708,15714,4.51,141.96,142.92,2015-08-17,IC1508,多头占优
86,6489,6599,110,13088,0.84,145.28,141.84,2015-08-18,IC1508,多头占优
87,4240,4190,-50,8430,-0.59,142.53,143.3,2015-08-19,IC1508,空头力量偏弱
88,2526,2398,-128,4924,-2.6,134.74,145.57,2015-08-20,IC1508,空头力量偏弱
89,9292,11785,2493,21077,11.83,158.99,137.48,2015-08-21,IC1509,多头占优
90,10661,13061,2400,23722,10.12,158.26,138.56,2015-08-24,IC1509,多头占优
91,10826,12803,1977,23629,8.37,156.91,140.96,2015-08-25,IC1509,多头占优
92,11926,12706,780,24632,3.17,149.64,147.05,2015-08-26,IC1509,多头占优
93,11713,12579,866,24292,3.56,150.77,150.25,2015-08-27,IC1509,多头占优
94,11645,12505,860,24150,3.56,149.84,144.32,2015-08-28,IC1509,多头占优
95,9496,10930,1434,20426,7.02,150.97,145.92,2015-08-31,IC1509,多头占优
96,9913,11252,1339,21165,6.33,146.09,143.85,2015-09-01,IC1509,多头占优
97,10718,11581,863,22299,3.87,143.99,144.12,2015-09-02,IC1509,多头占优
98,8286,8568,282,16854,1.67,142.58,142.19,2015-09-07,IC1509,多头占优
99,7099,7315,216,14414,1.5,141.38,138.15,2015-09-08,IC1509,多头占优
100,6872,7120,248,13992,1.77,137.84,135.58,2015-09-09,IC1509,多头占优
101,6634,6916,282,13550,2.08,138.82,135.76,2015-09-10,IC1509,多头占优
102,6494,6779,285,13273,2.15,137.57,134.99,2015-09-11,IC1509,多头占优
103,5689,5710,21,11399,0.18,137.6,135.49,2015-09-14,IC1509,多头占优
104,5266,5169,-97,10435,-0.93,137.69,135.23,2015-09-15,IC1509,空头力量偏弱
105,4195,4389,194,8584,2.26,137.34,135.9,2015-09-16,IC1509,多头占优
106,2992,3031,39,6023,0.65,135.4,141.41,2015-09-17,IC1509,多头占优
107,5715,6145,430,11860,3.63,141.48,139.37,2015-09-21,IC1510,多头占优
108,6141,6290,149,12431,1.2,142.31,139.49,2015-09-22,IC1510,多头占优
109,6132,6333,201,12465,1.61,143.01,140.25,2015-09-23,IC1510,多头占优
110,6319,6680,361,12999,2.78,143.8,139.17,2015-09-24,IC1510,多头占优
111,5961,6390,429,12351,3.47,142.28,139.39,2015-09-25,IC1510,多头占优
112,6191,6618,427,12809,3.33,142.08,139.69,2015-09-28,IC1510,多头占优
113,6401,6525,124,12926,0.96,142.8,139.42,2015-09-29,IC1510,多头占优
114,6322,6353,31,12675,0.24,143.87,140.92,2015-09-30,IC1510,多头占优
115,6453,6597,144,13050,1.1,143.91,142.97,2015-10-08,IC1510,多头占优
116,6502,6525,23,13027,0.18,145.03,142.89,2015-10-09,IC1510,多头占优
117,6455,6782,327,13237,2.47,143.38,140.06,2015-10-12,IC1510,多头占优
118,5947,5915,-32,11862,-0.27,144.13,140.39,2015-10-13,IC1510,空头力量偏弱
119,4834,4853,19,9687,0.2,146.12,139.9,2015-10-14,IC1510,多头占优
120,3273,3237,-36,6510,-0.55,147.17,141.0,2015-10-15,IC1510,空头力量偏弱
121,5654,5863,209,11517,1.81,148.13,137.8,2015-10-19,IC1511,多头占优
122,6232,6479,247,12711,1.94,148.97,137.47,2015-10-20,IC1511,多头占优
123,6437,6760,323,13197,2.45,147.14,138.23,2015-10-21,IC1511,多头占优
124,6914,7464,550,14378,3.83,145.16,138.66,2015-10-22,IC1511,多头占优
125,7225,7466,241,14691,1.64,146.73,136.29,2015-10-23,IC1511,多头占优
126,7550,7626,76,15176,0.5,146.28,136.69,2015-10-26,IC1511,多头占优
127,7891,8098,207,15989,1.29,147.58,136.4,2015-10-27,IC1511,多头占优
128,7876,7907,31,15783,0.2,144.59,138.37,2015-10-28,IC1511,多头占优
129,8239,8297,58,16536,0.35,145.4,138.37,2015-10-29,IC1511,多头占优
130,8669,8739,70,17408,0.4,145.03,137.58,2015-10-30,IC1511,多头占优
131,8956,9013,57,17969,0.32,144.15,137.55,2015-11-02,IC1511,多头占优
132,8937,9158,221,18095,1.22,143.22,136.25,2015-11-03,IC1511,多头占优
133,9036,9488,452,18524,2.44,144.85,138.28,2015-11-04,IC1511,多头占优
134,8391,8617,226,17008,1.33,146.03,138.96,2015-11-05,IC1511,多头占优
135,8361,9008,647,17369,3.73,144.56,140.94,2015-11-06,IC1511,多头占优
136,8217,8828,611,17045,3.58,145.06,139.69,2015-11-09,IC1511,多头占优
137,7865,8122,257,15987,1.61,146.92,141.18,2015-11-10,IC1511,多头占优
138,7806,8187,381,15993,2.38,147.4,141.66,2015-11-11,IC1511,多头占优
139,7538,7758,220,15296,1.44,146.84,142.21,2015-11-12,IC1511,多头占优
140,7472,7515,43,14987,0.29,143.39,141.68,2015-11-13,IC1511,多头占优
141,6898,7119,221,14017,1.58,144.57,143.78,2015-11-16,IC1511,多头占优
142,5769,5910,141,11679,1.21,146.58,145.87,2015-11-17,IC1511,多头占优
143,4760,4805,45,9565,0.47,148.22,145.63,2015-11-18,IC1511,多头占优
144,3251,3234,-17,6485,-0.26,148.92,148.45,2015-11-19,IC1511,空头力量偏弱
145,9149,9799,650,18948,3.43,150.47,144.94,2015-11-20,IC1512,多头占优
146,9975,10435,460,20410,2.25,149.64,146.16,2015-11-23,IC1512,多头占优
147,10253,10965,712,21218,3.36,149.65,145.78,2015-11-24,IC1512,多头占优
148,10558,11492,934,22050,4.24,149.89,146.32,2015-11-25,IC1512,多头占优
149,10625,11442,817,22067,3.7,148.99,146.96,2015-11-26,IC1512,多头占优
150,10179,10780,601,20959,2.87,147.3,145.32,2015-11-27,IC1512,多头占优
151,10987,11659,672,22646,2.97,145.77,143.62,2015-11-30,IC1512,多头占优
152,10879,11543,664,22422,2.96,146.85,144.29,2015-12-01,IC1512,多头占优
153,11498,11759,261,23257,1.12,145.87,143.85,2015-12-02,IC1512,多头占优
154,11612,12076,464,23688,1.96,148.53,146.06,2015-12-03,IC1512,多头占优
155,11303,11611,308,22914,1.34,150.4,146.18,2015-12-04,IC1512,多头占优
156,11290,11775,485,23065,2.1,150.85,146.47,2015-12-07,IC1512,多头占优
157,11428,11671,243,23099,1.05,149.66,145.58,2015-12-08,IC1512,多头占优
158,11482,11500,18,22982,0.08,148.95,145.15,2015-12-09,IC1512,多头占优
159,10932,11130,198,22062,0.9,149.23,142.52,2015-12-10,IC1512,多头占优
160,10455,10640,185,21095,0.88,149.34,142.74,2015-12-11,IC1512,多头占优
161,8925,9190,265,18115,1.46,151.18,143.59,2015-12-14,IC1512,多头占优
162,7799,7897,98,15696,0.62,153.72,145.29,2015-12-15,IC1512,多头占优
163,6434,6657,223,13091,1.7,154.98,147.92,2015-12-16,IC1512,多头占优
164,4506,4687,181,9193,1.97,158.52,149.16,2015-12-17,IC1512,多头占优
165,7463,8340,877,15803,5.55,145.3,140.09,2015-12-18,IC1601,多头占优
166,8258,9275,1017,17533,5.8,147.0,138.23,2015-12-21,IC1601,多头占优
167,8235,9207,972,17442,5.57,146.45,138.4,2015-12-22,IC1601,多头占优
168,8502,9083,581,17585,3.3,145.87,139.48,2015-12-23,IC1601,多头占优
169,8832,9604,772,18436,4.19,147.16,138.43,2015-12-24,IC1601,多头占优
170,9001,9872,871,18873,4.62,147.79,139.23,2015-12-25,IC1601,多头占优
171,9195,9668,473,18863,2.51,146.67,140.42,2015-12-28,IC1601,多头占优
172,9807,10727,920,20534,4.48,151.25,140.09,2015-12-29,IC1601,多头占优
173,10306,11305,999,21611,4.62,152.07,141.06,2015-12-30,IC1601,多头占优
174,10468,11154,686,21622,3.17,150.34,142.13,2015-12-31,IC1601,多头占优
175,10157,10628,471,20785,2.27,151.44,143.14,2016-01-04,IC1601,多头占优
176,10938,11451,513,22389,2.29,148.77,142.05,2016-01-05,IC1601,多头占优
177,10306,10773,467,21079,2.22,151.15,144.52,2016-01-06,IC1601,多头占优
178,9884,10376,492,20260,2.43,151.99,144.81,2016-01-07,IC1601,多头占优
179,10400,10657,257,21057,1.22,151.34,143.15,2016-01-08,IC1601,多头占优
180,9979,10030,51,20009,0.25,151.26,143.8,2016-01-11,IC1601,多头占优
181,8859,8722,-137,17581,-0.78,149.4,143.17,2016-01-12,IC1601,空头力量偏弱
182,7440,7370,-70,14810,-0.47,150.33,142.67,2016-01-13,IC1601,空头力量偏弱
183,4547,4675,128,9222,1.39,145.2,146.21,2016-01-14,IC1601,多头占优
184,0,0,0,0,0.0,0.0,0.0,2016-01-15,IC1601,多头占优
185,9908,10325,417,20233,2.06,142.9,140.05,2016-01-18,IC1602,多头占优
186,10355,10730,375,21085,1.78,143.12,142.56,2016-01-19,IC1602,多头占优
187,10717,10589,-128,21306,-0.6,143.65,143.75,2016-01-20,IC1602,空头力量偏弱
188,11534,11354,-180,22888,-0.79,140.54,143.23,2016-01-21,IC1602,空头力量偏弱
189,11794,12035,241,23829,1.01,141.45,143.55,2016-01-22,IC1602,多头占优
190,11703,11832,129,23535,0.55,142.01,144.42,2016-01-25,IC1602,多头占优
191,12051,11891,-160,23942,-0.67,139.32,144.34,2016-01-26,IC1602,空头力量偏弱
192,12309,12509,200,24818,0.81,139.04,143.13,2016-01-27,IC1602,多头占优
193,12303,12500,197,24803,0.79,140.1,143.49,2016-01-28,IC1602,多头占优
194,12317,12975,658,25292,2.6,140.06,142.66,2016-01-29,IC1602,多头占优
195,12119,12520,401,24639,1.63,140.68,143.42,2016-02-01,IC1602,多头占优
196,12024,12493,469,24517,1.91,141.05,143.01,2016-02-02,IC1602,多头占优
197,11407,11903,496,23310,2.13,141.71,144.41,2016-02-03,IC1602,多头占优
198,11442,11972,530,23414,2.26,144.62,143.56,2016-02-04,IC1602,多头占优
199,10341,10865,524,21206,2.47,143.48,146.01,2016-02-05,IC1602,多头占优
200,9645,10184,539,19829,2.72,141.82,143.7,2016-02-15,IC1602,多头占优
201,8099,8736,637,16835,3.78,140.96,145.86,2016-02-16,IC1602,多头占优
202,6266,6570,304,12836,2.37,142.19,147.48,2016-02-17,IC1602,多头占优
203,3976,3991,15,7967,0.19,139.09,146.48,2016-02-18,IC1602,多头占优
204,13942,15122,1180,29064,4.06,143.67,140.56,2016-02-19,IC1603,多头占优
205,14498,15593,1095,30091,3.64,144.35,140.74,2016-02-22,IC1603,多头占优
206,14870,15485,615,30355,2.03,144.19,141.76,2016-02-23,IC1603,多头占优
207,14754,15484,730,30238,2.41,144.0,142.55,2016-02-24,IC1603,多头占优
208,15099,15551,452,30650,1.47,142.79,143.27,2016-02-25,IC1603,多头占优
209,15275,15561,286,30836,0.93,141.67,143.0,2016-02-26,IC1603,多头占优
210,14822,15257,435,30079,1.45,140.47,141.12,2016-02-29,IC1603,多头占优
211,14538,14676,138,29214,0.47,141.65,141.44,2016-03-01,IC1603,多头占优
212,14513,15205,692,29718,2.33,140.61,140.68,2016-03-02,IC1603,多头占优
213,14192,14825,633,29017,2.18,138.1,141.26,2016-03-03,IC1603,多头占优
214,13741,14079,338,27820,1.21,137.63,142.52,2016-03-04,IC1603,多头占优
215,13356,13762,406,27118,1.5,137.76,142.65,2016-03-07,IC1603,多头占优
216,13660,14151,491,27811,1.77,138.68,141.12,2016-03-08,IC1603,多头占优
217,13365,13553,188,26918,0.7,138.62,141.28,2016-03-09,IC1603,多头占优
218,13377,13359,-18,26736,-0.07,140.11,141.35,2016-03-10,IC1603,空头力量偏弱
219,13116,13000,-116,26116,-0.44,140.32,140.45,2016-03-11,IC1603,空头力量偏弱
220,11931,12231,300,24162,1.24,140.19,141.33,2016-03-14,IC1603,多头占优
221,10444,10431,-13,20875,-0.06,139.92,140.75,2016-03-15,IC1603,空头力量偏弱
222,8446,8298,-148,16744,-0.88,140.12,142.91,2016-03-16,IC1603,空头力量偏弱
223,4798,4658,-140,9456,-1.48,138.69,143.73,2016-03-17,IC1603,空头力量偏弱
224,14581,16699,2118,31280,6.77,137.33,137.13,2016-03-18,IC1604,多头占优
225,15320,17224,1904,32544,5.85,136.86,137.95,2016-03-21,IC1604,多头占优
226,15592,17159,1567,32751,4.78,137.58,138.22,2016-03-22,IC1604,多头占优
227,15811,17442,1631,33253,4.9,137.28,137.92,2016-03-23,IC1604,多头占优
228,15952,16756,804,32708,2.46,136.94,141.33,2016-03-24,IC1604,多头占优
229,15887,16710,823,32597,2.52,137.37,141.39,2016-03-25,IC1604,多头占优
230,16120,16931,811,33051,2.45,136.96,141.55,2016-03-28,IC1604,多头占优
231,15696,16256,560,31952,1.75,137.17,143.44,2016-03-29,IC1604,多头占优
232,15537,16446,909,31983,2.84,137.66,143.48,2016-03-30,IC1604,多头占优
233,15447,16161,714,31608,2.26,136.93,143.72,2016-03-31,IC1604,多头占优
234,15071,15445,374,30516,1.23,136.91,143.94,2016-04-01,IC1604,多头占优
235,15330,16314,984,31644,3.11,138.86,143.89,2016-04-05,IC1604,多头占优
236,15043,15824,781,30867,2.53,139.36,143.04,2016-04-06,IC1604,多头占优
237,14706,14966,260,29672,0.88,138.19,143.21,2016-04-07,IC1604,多头占优
238,14092,14358,266,28450,0.93,138.89,143.22,2016-04-08,IC1604,多头占优
239,12778,13327,549,26105,2.1,141.29,143.39,2016-04-11,IC1604,多头占优
240,11254,11306,52,22560,0.23,140.33,143.05,2016-04-12,IC1604,多头占优
241,8338,8585,247,16923,1.46,140.89,146.32,2016-04-13,IC1604,多头占优
242,4492,4487,-5,8979,-0.06,142.28,148.13,2016-04-14,IC1604,空头力量偏弱
243,13985,14516,531,28501,1.86,138.53,145.3,2016-04-15,IC1605,多头占优
244,14944,15175,231,30119,0.77,136.36,144.79,2016-04-18,IC1605,多头占优
245,15565,15752,187,31317,0.6,137.85,144.64,2016-04-19,IC1605,多头占优
246,16447,16406,-41,32853,-0.12,136.02,143.59,2016-04-20,IC1605,空头力量偏弱
247,16668,16699,31,33367,0.09,137.14,143.35,2016-04-21,IC1605,多头占优
248,16662,16865,203,33527,0.61,137.73,142.38,2016-04-22,IC1605,多头占优
249,16557,16641,84,33198,0.25,137.29,143.52,2016-04-25,IC1605,多头占优
250,16730,17149,419,33879,1.24,137.53,143.4,2016-04-26,IC1605,多头占优
251,16914,17053,139,33967,0.41,137.49,143.73,2016-04-27,IC1605,多头占优
252,17504,17926,422,35430,1.19,138.03,143.27,2016-04-28,IC1605,多头占优
253,17194,17894,700,35088,1.99,137.78,143.6,2016-04-29,IC1605,多头占优
254,17516,18579,1063,36095,2.95,138.2,142.74,2016-05-03,IC1605,多头占优
255,17192,18207,1015,35399,2.87,138.36,143.44,2016-05-04,IC1605,多头占优
256,17588,18272,684,35860,1.91,138.65,142.86,2016-05-05,IC1605,多头占优
257,17431,17734,303,35165,0.86,138.54,143.59,2016-05-06,IC1605,多头占优
258,16401,16844,443,33245,1.33,138.44,144.27,2016-05-09,IC1605,多头占优
259,15669,16154,485,31823,1.52,138.31,144.53,2016-05-10,IC1605,多头占优
260,15051,15120,69,30171,0.23,138.66,145.57,2016-05-11,IC1605,多头占优
261,14590,14774,184,29364,0.63,139.03,146.07,2016-05-12,IC1605,多头占优
262,13775,13621,-154,27396,-0.56,139.22,146.11,2016-05-13,IC1605,空头力量偏弱
263,12158,12172,14,24330,0.06,138.49,143.99,2016-05-16,IC1605,多头占优
264,10006,9825,-181,19831,-0.91,136.64,140.82,2016-05-17,IC1605,空头力量偏弱
265,7653,7373,-280,15026,-1.86,136.32,143.39,2016-05-18,IC1605,空头力量偏弱
266,3932,3785,-147,7717,-1.9,137.6,142.29,2016-05-19,IC1605,空头力量偏弱
267,18474,19349,875,37823,2.31,138.02,145.25,2016-05-20,IC1606,多头占优
268,18816,19503,687,38319,1.79,137.56,145.92,2016-05-23,IC1606,多头占优
269,19313,19536,223,38849,0.57,137.11,145.17,2016-05-24,IC1606,多头占优
270,19517,19729,212,39246,0.54,136.67,145.42,2016-05-25,IC1606,多头占优
271,20069,20709,640,40778,1.57,137.13,144.96,2016-05-26,IC1606,多头占优
272,19663,20444,781,40107,1.95,136.68,144.95,2016-05-27,IC1606,多头占优
273,19660,20291,631,39951,1.58,137.27,145.81,2016-05-30,IC1606,多头占优
274,19401,20383,982,39784,2.47,137.09,145.31,2016-05-31,IC1606,多头占优
275,18565,19334,769,37899,2.03,136.76,146.3,2016-06-01,IC1606,多头占优
276,17788,18671,883,36459,2.42,136.98,147.13,2016-06-02,IC1606,多头占优
277,17485,18213,728,35698,2.04,136.67,146.52,2016-06-03,IC1606,多头占优
278,16647,17214,567,33861,1.67,136.81,147.19,2016-06-06,IC1606,多头占优
279,15956,16612,656,32568,2.01,137.94,146.26,2016-06-07,IC1606,多头占优
280,15084,15924,840,31008,2.71,139.01,146.14,2016-06-08,IC1606,多头占优
281,13603,14126,523,27729,1.89,139.37,146.65,2016-06-13,IC1606,多头占优
282,11609,12181,572,23790,2.4,140.69,145.94,2016-06-14,IC1606,多头占优
283,9100,9573,473,18673,2.53,142.83,147.98,2016-06-15,IC1606,多头占优
284,4836,4896,60,9732,0.62,142.2,150.43,2016-06-16,IC1606,多头占优
285,14668,15294,626,29962,2.09,138.12,147.38,2016-06-17,IC1607,多头占优
286,15109,15555,446,30664,1.45,138.98,145.95,2016-06-20,IC1607,多头占优
287,16067,16264,197,32331,0.61,139.36,146.86,2016-06-21,IC1607,多头占优
288,16410,17069,659,33479,1.97,139.38,145.8,2016-06-22,IC1607,多头占优
289,16360,16942,582,33302,1.75,138.84,146.38,2016-06-23,IC1607,多头占优
290,17251,17902,651,35153,1.85,138.86,146.06,2016-06-24,IC1607,多头占优
291,17470,18208,738,35678,2.07,140.71,145.18,2016-06-27,IC1607,多头占优
292,17813,18408,595,36221,1.64,140.55,145.78,2016-06-28,IC1607,多头占优
293,17551,18093,542,35644,1.52,139.46,145.59,2016-06-29,IC1607,多头占优
294,17240,17994,754,35234,2.14,140.03,145.13,2016-06-30,IC1607,多头占优
295,17649,18256,607,35905,1.69,140.22,144.65,2016-07-01,IC1607,多头占优
296,17830,19129,1299,36959,3.51,140.0,143.66,2016-07-04,IC1607,多头占优
297,17410,18395,985,35805,2.75,139.07,144.15,2016-07-05,IC1607,多头占优
298,17098,17885,787,34983,2.25,138.92,144.36,2016-07-06,IC1607,多头占优
299,16137,16834,697,32971,2.11,139.0,140.73,2016-07-07,IC1607,多头占优
300,15286,15956,670,31242,2.14,140.49,139.74,2016-07-08,IC1607,多头占优
301,14133,14663,530,28796,1.84,141.68,139.33,2016-07-11,IC1607,多头占优
302,11592,12120,528,23712,2.23,140.24,135.66,2016-07-12,IC1607,多头占优
303,9095,9293,198,18388,1.08,140.37,135.87,2016-07-13,IC1607,多头占优
304,5159,5202,43,10361,0.42,144.93,142.53,2016-07-14,IC1607,多头占优
305,0,0,0,0,0.0,0.0,0.0,2016-07-15,IC1607,多头占优
306,14525,15022,497,29547,1.68,138.55,143.6,2016-07-18,IC1608,多头占优
307,14934,15786,852,30720,2.77,138.51,144.8,2016-07-19,IC1608,多头占优
308,14936,15968,1032,30904,3.34,138.83,144.32,2016-07-20,IC1608,多头占优
309,15833,16852,1019,32685,3.12,140.08,142.89,2016-07-21,IC1608,多头占优
310,15905,16943,1038,32848,3.16,140.38,142.56,2016-07-22,IC1608,多头占优
311,15921,17174,1253,33095,3.79,140.81,142.67,2016-07-25,IC1608,多头占优
312,16533,17864,1331,34397,3.87,141.43,142.84,2016-07-26,IC1608,多头占优
313,16694,17166,472,33860,1.39,140.82,142.86,2016-07-27,IC1608,多头占优
314,16507,17068,561,33575,1.67,140.31,143.22,2016-07-28,IC1608,多头占优
315,16468,16937,469,33405,1.4,140.28,142.9,2016-07-29,IC1608,多头占优
316,16666,17237,571,33903,1.68,141.56,142.98,2016-08-01,IC1608,多头占优
317,16670,17215,545,33885,1.61,141.69,142.34,2016-08-02,IC1608,多头占优
318,16475,17057,582,33532,1.74,141.9,142.8,2016-08-03,IC1608,多头占优
319,16272,16800,528,33072,1.6,142.26,143.42,2016-08-04,IC1608,多头占优
320,16150,16456,306,32606,0.94,142.48,143.76,2016-08-05,IC1608,多头占优
321,16220,16791,571,33011,1.73,142.89,143.28,2016-08-08,IC1608,多头占优
322,16075,16537,462,32612,1.42,142.58,143.19,2016-08-09,IC1608,多头占优
323,15839,16086,247,31925,0.77,142.75,143.16,2016-08-10,IC1608,多头占优
324,15400,15537,137,30937,0.44,142.18,143.15,2016-08-11,IC1608,多头占优
325,14384,14718,334,29102,1.15,142.8,142.03,2016-08-12,IC1608,多头占优
326,12103,12496,393,24599,1.6,143.41,143.78,2016-08-15,IC1608,多头占优
327,9795,10061,266,19856,1.34,142.92,144.6,2016-08-16,IC1608,多头占优
328,6831,6823,-8,13654,-0.06,146.78,145.95,2016-08-17,IC1608,空头力量偏弱
329,3422,3460,38,6882,0.55,149.28,152.78,2016-08-18,IC1608,多头占优
330,17700,19485,1785,37185,4.8,137.87,141.11,2016-08-19,IC1609,多头占优
331,18508,20136,1628,38644,4.21,138.25,141.57,2016-08-22,IC1609,多头占优
332,18358,20135,1777,38493,4.62,138.81,141.06,2016-08-23,IC1609,多头占优
333,18274,20106,1832,38380,4.77,139.6,140.89,2016-08-24,IC1609,多头占优
334,18376,20120,1744,38496,4.53,140.28,141.35,2016-08-25,IC1609,多头占优
335,18712,20388,1676,39100,4.29,140.6,141.62,2016-08-26,IC1609,多头占优
336,18633,20400,1767,39033,4.53,140.43,140.55,2016-08-29,IC1609,多头占优
337,18787,20422,1635,39209,4.17,140.96,140.55,2016-08-30,IC1609,多头占优
338,18436,20095,1659,38531,4.31,141.4,141.96,2016-08-31,IC1609,多头占优
339,18272,19959,1687,38231,4.41,141.04,142.31,2016-09-01,IC1609,多头占优
340,18541,20349,1808,38890,4.65,141.31,142.74,2016-09-02,IC1609,多头占优
341,17718,19342,1624,37060,4.38,142.52,142.45,2016-09-05,IC1609,多头占优
342,17403,18913,1510,36316,4.16,141.89,141.29,2016-09-06,IC1609,多头占优
343,15767,17307,1540,33074,4.66,142.1,142.44,2016-09-07,IC1609,多头占优
344,14959,16228,1269,31187,4.07,141.3,141.7,2016-09-08,IC1609,多头占优
345,13799,14870,1071,28669,3.74,140.9,139.92,2016-09-09,IC1609,多头占优
346,11751,12450,699,24201,2.89,138.51,139.15,2016-09-12,IC1609,多头占优
347,8510,8859,349,17369,2.01,142.4,138.5,2016-09-13,IC1609,多头占优
348,4600,4792,192,9392,2.04,149.08,141.76,2016-09-14,IC1609,多头占优
349,14775,15444,669,30219,2.21,143.43,143.88,2016-09-19,IC1610,多头占优
350,15284,15788,504,31072,1.62,143.39,144.74,2016-09-20,IC1610,多头占优
351,15510,15868,358,31378,1.14,143.26,144.05,2016-09-21,IC1610,多头占优
352,15608,16029,421,31637,1.33,142.98,142.66,2016-09-22,IC1610,多头占优
353,15624,16013,389,31637,1.23,143.33,143.06,2016-09-23,IC1610,多头占优
354,15772,16339,567,32111,1.77,142.63,143.16,2016-09-26,IC1610,多头占优
355,15799,16411,612,32210,1.9,143.59,142.7,2016-09-27,IC1610,多头占优
356,15479,15995,516,31474,1.64,143.42,143.3,2016-09-28,IC1610,多头占优
357,15287,15831,544,31118,1.75,144.38,143.35,2016-09-29,IC1610,多头占优
358,14785,15303,518,30088,1.72,144.52,144.07,2016-09-30,IC1610,多头占优
359,14370,14996,626,29366,2.13,145.09,144.27,2016-10-10,IC1610,多头占优
360,14097,14531,434,28628,1.52,145.22,144.78,2016-10-11,IC1610,多头占优
361,13892,14251,359,28143,1.28,145.63,145.88,2016-10-12,IC1610,多头占优
362,13483,13677,194,27160,0.71,145.23,145.97,2016-10-13,IC1610,多头占优
363,12578,12765,187,25343,0.74,145.91,147.37,2016-10-14,IC1610,多头占优
364,10906,11121,215,22027,0.98,144.4,146.13,2016-10-17,IC1610,多头占优
365,9039,9194,155,18233,0.85,143.88,147.77,2016-10-18,IC1610,多头占优
